timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1524434589.932636,-0.020335,0.349847,2.042195,-0.058639,-0.021478,0.115997,-0.019102,-0.342754,-0.939230,0.001539,-0.019841,0.027045,21.387268,-31.246449,-46.675903,,,,,,,
1524434589.952656,-0.021441,0.348349,2.044076,-0.078623,-0.025767,0.081754,-0.020152,-0.341347,-0.939721,0.015544,-0.018028,0.004006,20.577728,-31.021749,-47.267212,,,,,,,
1524434589.972675,-0.022653,0.346189,2.045803,-0.119247,-0.031073,0.086810,-0.021307,-0.339315,-0.940431,0.011664,-0.014674,-0.002608,19.731293,-31.315025,-47.379211,,,,,,,
1524434589.992695,-0.024382,0.343427,2.048090,-0.142044,-0.060769,0.125027,-0.022956,-0.336716,-0.941326,0.001228,-0.017761,0.003353,18.423843,-30.164692,-46.522827,,,,,,,
1524434590.012714,-0.027009,0.340625,2.050898,-0.133742,-0.108546,0.146401,-0.025455,-0.334076,-0.942202,0.018451,-0.025604,0.007051,18.566254,-29.593990,-45.610962,,,,,,,
1524434590.032734,-0.030401,0.338094,2.054212,-0.118910,-0.101099,0.160358,-0.028675,-0.331689,-0.942952,0.004200,-0.049506,0.027776,18.533646,-29.048319,-44.906677,,,,,,,
1524434590.052753,-0.032917,0.335442,2.057087,-0.128138,-0.083086,0.119792,-0.031077,-0.329186,-0.943753,0.025293,-0.043266,0.014233,18.945465,-28.894592,-44.707214,,,,,,,
1524434590.072803,-0.035554,0.332635,2.058593,-0.146748,-0.108671,0.049321,-0.033598,-0.326534,-0.944587,0.030928,-0.031559,0.009010,19.360153,-28.803003,-44.900513,,,,,,,
1524434590.092823,-0.037724,0.329468,2.058978,-0.162479,-0.102333,0.018304,-0.035686,-0.323540,-0.945541,0.004223,-0.051003,0.020477,20.719101,-28.360703,-45.775452,,,,,,,
1524434590.112842,-0.039947,0.326133,2.059455,-0.180744,-0.102318,0.030971,-0.037831,-0.320382,-0.946532,-0.000407,-0.058707,0.001525,20.533142,-29.195253,-47.034912,,,,,,,
1524434590.132862,-0.042096,0.322024,2.060053,-0.214992,-0.098055,0.040333,-0.039920,-0.316487,-0.947756,-0.003674,-0.015437,0.010591,20.324265,-30.001783,-48.011536,,,,,,,
1524434590.152881,-0.044370,0.317452,2.060322,-0.244575,-0.114040,0.003896,-0.042139,-0.312147,-0.949098,0.033579,0.011030,-0.000624,20.107666,-30.659222,-48.505310,,,,,,,
1524434590.172901,-0.046479,0.312348,2.059705,-0.262517,-0.116191,-0.019675,-0.044214,-0.307294,-0.950586,0.016229,0.022901,-0.003088,18.206879,-31.114885,-48.600586,,,,,,,
1524434590.192921,-0.048721,0.307430,2.059774,-0.237413,-0.108683,0.039117,-0.046418,-0.302610,-0.951983,-0.030395,-0.003848,0.042376,17.511780,-29.528545,-47.363464,,,,,,,
1524434590.212940,-0.051310,0.302610,2.060967,-0.244202,-0.118193,0.080640,-0.048957,-0.298012,-0.953305,-0.004647,-0.006278,0.006375,18.192764,-28.681335,-46.477173,,,,,,,
1524434590.232960,-0.054228,0.297987,2.062910,-0.223210,-0.113889,0.121283,-0.051812,-0.293596,-0.954524,-0.019004,-0.022520,0.059611,18.386551,-27.966825,-45.952026,,,,,,,
1524434590.253010,-0.057099,0.292692,2.065390,-0.286258,-0.112820,0.127254,-0.054641,-0.288531,-0.955910,-0.006608,0.001559,-0.031426,18.320435,-27.801598,-45.349121,,,,,,,
1524434590.273029,-0.059993,0.286402,2.067254,-0.319098,-0.113919,0.098255,-0.057515,-0.282503,-0.957540,0.010762,0.009950,0.025900,18.281433,-27.597679,-45.597961,,,,,,,
1524434590.293049,-0.062927,0.279865,2.068970,-0.322443,-0.130898,0.112089,-0.060439,-0.276226,-0.959190,0.006042,-0.008228,0.012809,18.637589,-27.014683,-46.629639,,,,,,,
1524434590.313056,-0.066217,0.273345,2.071052,-0.318324,-0.138314,0.128104,-0.063712,-0.269954,-0.960763,0.010856,-0.015461,0.019356,19.352081,-27.271511,-47.454712,,,,,,,
1524434590.333076,-0.069279,0.266464,2.073531,-0.351634,-0.111722,0.154526,-0.066781,-0.263322,-0.962393,-0.020439,-0.030700,0.016425,18.687210,-27.589252,-48.030090,,,,,,,
1524434590.353094,-0.072438,0.258459,2.076445,-0.410566,-0.121256,0.176513,-0.069971,-0.255591,-0.964249,-0.013647,-0.036203,-0.008468,18.379501,-27.701214,-48.389160,,,,,,,
1524434590.373114,-0.075656,0.249468,2.080089,-0.445203,-0.113753,0.229572,-0.073244,-0.246889,-0.966271,-0.032240,-0.043150,0.022409,15.895020,-27.050907,-48.035217,,,,,,,
1524434590.393133,-0.079154,0.240374,2.084254,-0.435553,-0.129696,0.223242,-0.076798,-0.238066,-0.968208,0.011689,0.011228,0.000938,15.793579,-25.157234,-47.011047,,,,,,,
1524434590.413153,-0.082325,0.232695,2.087271,-0.331321,-0.113853,0.151466,-0.080016,-0.230601,-0.969753,0.053466,0.074549,0.061641,15.848587,-24.350899,-46.259583,,,,,,,
1524434590.433203,-0.084353,0.227686,2.089234,-0.186622,-0.056557,0.095949,-0.082079,-0.225723,-0.970727,0.014696,0.068848,0.089380,16.242645,-23.370510,-45.699951,,,,,,,
1524434590.453223,-0.085197,0.225133,2.090657,-0.095604,-0.009841,0.072046,-0.082947,-0.223236,-0.971229,-0.015183,0.031769,0.083167,16.734192,-23.096367,-45.557922,,,,,,,
1524434590.473243,-0.085496,0.223265,2.092143,-0.105270,-0.001337,0.079443,-0.083273,-0.221414,-0.971618,-0.017741,0.000421,-0.002488,16.467651,-23.743034,-45.845825,,,,,,,
1524434590.493263,-0.086241,0.220411,2.093549,-0.151187,-0.026834,0.077002,-0.084050,-0.218631,-0.972181,0.015767,-0.010373,0.003126,17.167313,-23.249115,-46.645874,,,,,,,
1524434590.513281,-0.087289,0.216638,2.094667,-0.200264,-0.058714,0.069211,-0.085141,-0.214948,-0.972907,0.028729,-0.021792,-0.002526,18.551651,-23.893127,-47.903503,,,,,,,
1524434590.533301,-0.089558,0.212158,2.095366,-0.225681,-0.120366,0.039196,-0.087433,-0.210570,-0.973661,0.055099,-0.019776,0.006040,17.822662,-25.177483,-48.379395,,,,,,,
1524434590.553320,-0.091653,0.206236,2.095612,-0.344279,-0.092729,0.051187,-0.089585,-0.204777,-0.974700,-0.027297,-0.047527,-0.052445,17.070282,-25.225918,-49.139771,,,,,,,
1524434590.573340,-0.093901,0.199539,2.096372,-0.318843,-0.108642,0.070545,-0.091903,-0.198218,-0.975840,0.008941,-0.046091,0.056604,15.365738,-24.831577,-48.404724,,,,,,,
1524434590.593359,-0.096112,0.193461,2.097329,-0.279375,-0.095887,0.076139,-0.094174,-0.192256,-0.976815,0.011105,-0.070210,0.035974,15.366058,-23.402782,-47.467102,,,,,,,
1524434590.613410,-0.097715,0.188787,2.098045,-0.208555,-0.057685,0.041442,-0.095826,-0.187668,-0.977547,-0.005630,-0.037339,0.069588,15.110199,-22.904099,-46.583374,,,,,,,
1524434590.633430,-0.098248,0.185443,2.098124,-0.139879,-0.000362,0.009929,-0.096409,-0.184382,-0.978115,-0.032543,0.001063,0.085063,15.810654,-22.359795,-45.925537,,,,,,,
1524434590.653448,-0.097517,0.183797,2.098233,-0.038477,0.050643,0.019138,-0.095722,-0.182764,-0.978486,-0.039593,0.036219,0.060898,16.639038,-22.204487,-46.146179,,,,,,,
1524434590.673468,-0.096156,0.184312,2.098376,0.054630,0.079299,-0.001552,-0.094381,-0.183270,-0.978521,0.000601,0.070599,0.063848,16.274658,-21.926476,-46.343445,,,,,,,
1524434590.693487,-0.094276,0.185358,2.098258,0.065428,0.094155,-0.013203,-0.092524,-0.184298,-0.978505,-0.014334,0.062869,0.021886,17.627243,-22.457520,-47.353638,,,,,,,
1524434590.713507,-0.092451,0.187489,2.098279,0.119760,0.090985,-0.000048,-0.090702,-0.186393,-0.978279,-0.001324,0.031837,0.061089,17.864838,-23.006577,-48.112305,,,,,,,
1524434590.733526,-0.090909,0.190066,2.098664,0.135705,0.078244,0.006455,-0.089149,-0.188924,-0.977937,0.008674,0.030827,0.003342,17.254868,-23.929062,-48.747620,,,,,,,
1524434590.753546,-0.089686,0.193036,2.099173,0.161304,0.063373,0.007694,-0.087902,-0.191839,-0.977482,0.014400,0.036169,0.028446,16.325333,-24.293415,-48.946106,,,,,,,
1524434590.773566,-0.088555,0.196456,2.099602,0.179433,0.051689,0.008882,-0.086738,-0.195195,-0.976921,0.002555,0.019749,0.023491,15.413757,-23.857861,-47.803955,,,,,,,
1524434590.793586,-0.087590,0.199757,2.100359,0.161027,0.055978,0.037535,-0.085739,-0.198431,-0.976357,-0.020447,0.000937,-0.020805,15.699707,-22.485954,-46.904663,,,,,,,
1524434590.813635,-0.086876,0.202985,2.100649,0.163299,0.038958,0.020497,-0.084986,-0.201594,-0.975775,0.015863,0.022776,0.030249,15.645020,-22.779781,-46.166931,,,,,,,
1524434590.833655,-0.086243,0.205878,2.100121,0.128302,0.034674,-0.006385,-0.084317,-0.204427,-0.975243,0.012631,-0.016078,-0.012138,16.392212,-22.345989,-45.628662,,,,,,,
1524434590.853674,-0.085579,0.208148,2.099832,0.112293,0.031486,-0.007559,-0.083629,-0.206648,-0.974834,0.005810,-0.045382,0.015850,16.922043,-23.281525,-45.792542,,,,,,,
1524434590.873694,-0.084868,0.209611,2.100086,0.041568,0.041085,0.021809,-0.082911,-0.208080,-0.974591,-0.022573,-0.039342,-0.020999,17.617447,-22.595596,-46.420471,,,,,,,
1524434590.893713,-0.084424,0.209541,2.100562,-0.024613,0.016647,0.017100,-0.082479,-0.208011,-0.974643,0.016469,-0.024441,0.004840,18.059174,-23.391499,-47.642517,,,,,,,
1524434590.913733,-0.084314,0.208490,2.100488,-0.073544,-0.003568,-0.005612,-0.082390,-0.206983,-0.974869,0.024361,-0.043124,0.000061,18.229385,-24.077446,-48.718201,,,,,,,
1524434590.933753,-0.084508,0.206253,2.100221,-0.137734,-0.009925,0.007812,-0.082618,-0.204793,-0.975312,0.002570,-0.057856,-0.009658,17.804825,-24.512089,-49.232361,,,,,,,
1524434590.953773,-0.084669,0.202966,2.100501,-0.175338,-0.005642,0.034205,-0.082832,-0.201576,-0.975964,-0.005806,-0.040886,0.030270,16.318283,-25.614162,-49.450378,,,,,,,
1524434590.973791,-0.085159,0.198997,2.100864,-0.212741,-0.031136,0.035019,-0.083377,-0.197686,-0.976713,0.018833,-0.046073,0.006330,15.557510,-24.141338,-48.161194,,,,,,,
1524434590.993841,-0.085962,0.193782,2.101176,-0.287564,-0.040687,0.043042,-0.084249,-0.192571,-0.977659,0.002675,-0.041010,-0.023897,15.886536,-22.999660,-47.397034,,,,,,,
1524434591.013861,-0.086877,0.187728,2.101696,-0.302627,-0.041732,0.055731,-0.085243,-0.186627,-0.978725,-0.000710,-0.017810,0.053768,16.116699,-22.605400,-46.508301,,,,,,,
1524434591.033880,-0.087860,0.180802,2.101646,-0.382750,-0.041726,0.060520,-0.086317,-0.179818,-0.979905,-0.008761,-0.009192,-0.038161,16.163269,-21.968555,-46.403198,,,,,,,
1524434591.053900,-0.090073,0.172771,2.100119,-0.398785,-0.183183,-0.071753,-0.088612,-0.171912,-0.981119,0.128117,0.108909,0.009393,17.091171,-21.443710,-46.537842,,,,,,,
1524434591.073920,-0.094864,0.165314,2.096082,-0.399949,-0.323566,-0.195400,-0.093430,-0.164562,-0.981932,0.146531,0.130794,-0.025560,16.616714,-20.701180,-46.924194,,,,,,,
1524434591.093940,-0.101704,0.158544,2.089659,-0.318754,-0.401281,-0.328086,-0.100255,-0.157881,-0.982355,0.179891,0.142134,0.005091,17.154160,-19.933613,-47.454712,,,,,,,
1524434591.113960,-0.103359,0.155884,2.080506,-0.055282,-0.070049,-0.500049,-0.101924,-0.155253,-0.982602,-0.009374,0.068873,0.091901,16.950195,-20.772182,-48.411011,,,,,,,
1524434591.133978,-0.105362,0.159191,2.068694,0.158214,-0.227439,-0.630777,-0.103838,-0.158520,-0.981880,0.006151,0.157803,0.210823,16.903290,-21.239288,-48.773132,,,,,,,
1524434591.153998,-0.105681,0.163298,2.055418,0.133402,-0.096867,-0.706621,-0.104082,-0.162573,-0.981191,-0.096846,0.077124,-0.043421,15.251068,-22.726704,-48.680237,,,,,,,
1524434591.174048,-0.104972,0.166397,2.040297,0.015554,-0.067210,-0.777762,-0.103332,-0.165630,-0.980759,0.037887,0.005672,0.002473,14.102737,-21.770603,-47.442200,,,,,,,
1524434591.194067,-0.103281,0.166425,2.023984,-0.112149,-0.053455,-0.823388,-0.101673,-0.165658,-0.980928,0.084751,-0.045264,-0.038588,14.352249,-21.597115,-46.463562,,,,,,,
1524434591.214087,-0.102609,0.165619,2.006561,-0.148257,-0.139544,-0.854540,-0.101027,-0.164863,-0.981129,0.106383,-0.032845,0.008793,15.685913,-21.373508,-45.719849,,,,,,,
1524434591.234107,-0.103102,0.163450,1.989201,-0.200890,-0.188373,-0.825051,-0.101547,-0.162723,-0.981432,0.000473,-0.010205,-0.030775,16.536575,-21.458153,-45.765869,,,,,,,
1524434591.254127,-0.104686,0.161334,1.972509,-0.188308,-0.206403,-0.801517,-0.103138,-0.160635,-0.981610,-0.027233,-0.024972,0.048657,16.565765,-21.541836,-46.022644,,,,,,,
1524434591.274145,-0.105067,0.158684,1.955646,-0.239289,-0.122506,-0.822112,-0.103557,-0.158019,-0.981991,-0.022100,-0.022080,-0.015415,17.620453,-21.651608,-46.887268,,,,,,,
1524434591.294165,-0.104382,0.156119,1.938657,-0.188107,-0.102309,-0.812175,-0.102926,-0.155486,-0.982461,-0.004984,0.029662,0.069268,18.559784,-22.200619,-47.801086,,,,,,,
1524434591.314192,-0.104059,0.154841,1.922163,-0.124121,-0.108672,-0.804283,-0.102628,-0.154223,-0.982691,-0.018511,0.014285,0.022517,17.715576,-23.026001,-48.468933,,,,,,,
1524434591.334212,-0.103186,0.154932,1.905479,-0.053391,-0.065148,-0.828322,-0.101769,-0.154312,-0.982767,-0.006370,0.014984,0.059381,17.207230,-24.145462,-48.600586,,,,,,,
1524434591.354262,-0.101002,0.156160,1.888538,-0.012635,0.004950,-0.840838,-0.099603,-0.155526,-0.982797,-0.017111,0.015695,0.036935,16.011398,-23.605560,-47.947815,,,,,,,
1524434591.374281,-0.097662,0.158125,1.871673,0.043954,0.036825,-0.837260,-0.096291,-0.157467,-0.982818,-0.024834,0.025540,0.047699,16.376968,-22.553493,-46.929626,,,,,,,
1524434591.394301,-0.094894,0.161404,1.854982,0.098316,-0.014162,-0.832630,-0.093520,-0.160705,-0.982562,0.000533,0.006759,0.029681,16.868835,-22.295338,-46.229736,,,,,,,
1524434591.414321,-0.092581,0.164779,1.838471,0.086479,-0.010962,-0.822051,-0.091196,-0.164034,-0.982230,-0.000646,-0.031141,-0.001809,17.159332,-22.800182,-45.649109,,,,,,,
1524434591.434340,-0.090330,0.167543,1.821736,0.043855,-0.042847,-0.835128,-0.088944,-0.166761,-0.981977,0.033097,-0.015353,-0.002108,18.615860,-23.468575,-45.923035,,,,,,,
1524434591.454360,-0.088641,0.169015,1.805502,-0.016499,-0.052333,-0.773714,-0.087263,-0.168212,-0.981881,-0.030321,-0.026918,-0.015647,18.816544,-23.399410,-46.037354,,,,,,,
1524434591.474379,-0.087253,0.169849,1.790350,-0.024257,-0.068230,-0.743922,-0.085889,-0.169034,-0.981861,0.009686,-0.014224,0.040149,19.838623,-23.703892,-47.059448,,,,,,,
1524434591.494399,-0.086008,0.170504,1.774755,-0.039844,-0.062979,-0.790925,-0.084656,-0.169679,-0.981856,0.043839,-0.015807,-0.003068,20.009216,-24.918945,-48.396729,,,,,,,
1524434591.514418,-0.084434,0.171477,1.757927,-0.009542,-0.066219,-0.836554,-0.083097,-0.170638,-0.981823,0.036817,-0.003877,0.042431,19.757751,-25.999409,-48.713745,,,,,,,
1524434591.534468,-0.082608,0.172766,1.741024,-0.009629,-0.048147,-0.824829,-0.081286,-0.171908,-0.981753,-0.037824,-0.010099,0.009860,19.816574,-27.198254,-49.051270,,,,,,,
1524434591.554488,-0.080889,0.173684,1.724757,-0.009971,-0.054475,-0.787526,-0.079585,-0.172812,-0.981734,-0.044301,0.015174,0.014739,18.650574,-26.534435,-48.399231,,,,,,,
1524434591.574507,-0.078863,0.175727,1.709069,0.055139,-0.023659,-0.781759,-0.077568,-0.174824,-0.981539,0.000434,0.004902,0.057009,18.806717,-25.886978,-47.273499,,,,,,,
1524434591.594527,-0.076244,0.178452,1.693169,0.079837,0.001820,-0.794383,-0.074961,-0.177506,-0.981260,0.005228,0.003846,0.019285,19.320572,-25.400303,-46.318909,,,,,,,
1524434591.614546,-0.073155,0.181205,1.677090,0.075594,0.011380,-0.796544,-0.071894,-0.180215,-0.980996,-0.012594,0.021828,0.028512,20.268570,-25.169907,-45.673889,,,,,,,
1524434591.634566,-0.069763,0.183503,1.660761,0.048026,0.029413,-0.815914,-0.068536,-0.182475,-0.980819,-0.008734,0.006450,0.008941,20.239243,-25.926525,-45.915710,,,,,,,
1524434591.654585,-0.065583,0.185475,1.643897,0.042997,0.070810,-0.845794,-0.064412,-0.184413,-0.980736,-0.010798,-0.001683,0.028755,20.891693,-25.531742,-46.313538,,,,,,,
1524434591.674605,-0.060411,0.187341,1.626061,0.027540,0.110043,-0.903454,-0.059318,-0.186247,-0.980711,0.019263,0.006025,0.018751,22.057709,-26.215973,-47.476440,,,,,,,
1524434591.694624,-0.054115,0.188797,1.606973,0.021638,0.154599,-0.954656,-0.053127,-0.187678,-0.980793,0.026882,0.004466,0.029804,23.154526,-27.009460,-48.240295,,,,,,,
1524434591.714644,-0.047448,0.190593,1.588073,0.047916,0.153594,-0.908647,-0.046571,-0.189441,-0.980787,-0.030226,-0.061429,0.029752,23.281860,-27.863197,-48.703857,,,,,,,
1524434591.734694,-0.040776,0.191776,1.570540,0.009905,0.181306,-0.834292,-0.040017,-0.190602,-0.980851,-0.063087,-0.063609,-0.025924,23.096954,-29.474297,-49.060913,,,,,,,
1524434591.754714,-0.034029,0.192900,1.554031,0.041644,0.168597,-0.803169,-0.033392,-0.191706,-0.980884,-0.016871,-0.008352,0.054447,21.437042,-28.907946,-48.376404,,,,,,,
1524434591.774733,-0.028444,0.194291,1.537796,0.045696,0.093190,-0.787152,-0.027905,-0.193071,-0.980788,0.007596,-0.000228,-0.014512,22.480240,-28.231571,-47.148010,,,,,,,
1524434591.794753,-0.024324,0.195723,1.522398,0.059115,0.035880,-0.742295,-0.023857,-0.194476,-0.980617,0.001412,-0.025022,0.016689,23.140320,-27.681812,-46.515137,,,,,,,
1524434591.814772,-0.021983,0.197047,1.507340,0.033393,-0.061853,-0.742468,-0.021556,-0.195774,-0.980412,0.049968,-0.027050,-0.013256,23.296829,-27.581654,-45.943665,,,,,,,
1524434591.834792,-0.020294,0.197471,1.492191,-0.006129,-0.051226,-0.739537,-0.019898,-0.196190,-0.980364,0.013734,-0.027976,-0.007460,23.838577,-28.168341,-46.141968,,,,,,,
1524434591.854811,-0.017790,0.197867,1.477241,0.009899,-0.009790,-0.736232,-0.017442,-0.196578,-0.980333,-0.017714,-0.012010,0.065889,25.012619,-27.680214,-46.317749,,,,,,,
1524434591.874831,-0.015143,0.198085,1.462159,-0.010361,-0.022545,-0.740632,-0.014846,-0.196792,-0.980333,-0.045045,-0.025010,-0.012114,25.791534,-27.899143,-47.327148,,,,,,,
1524434591.894850,-0.012684,0.197910,1.447176,-0.023321,-0.027838,-0.724731,-0.012436,-0.196620,-0.980401,-0.038910,-0.017705,0.015099,26.105148,-28.529318,-48.041016,,,,,,,
1524434591.914900,-0.010316,0.197812,1.432676,-0.007473,-0.031002,-0.706504,-0.010114,-0.196524,-0.980447,0.006483,-0.016122,0.035867,25.852585,-29.350233,-48.919739,,,,,,,
1524434591.934920,-0.009010,0.197414,1.417222,-0.032497,-0.110769,-0.782349,-0.008834,-0.196134,-0.980537,0.106811,0.010618,-0.028710,25.136963,-30.065100,-49.156616,,,,,,,
1524434591.954939,-0.007942,0.197295,1.401486,-0.006085,-0.093731,-0.749129,-0.007787,-0.196017,-0.980569,-0.001307,-0.018857,0.051050,23.790024,-29.967150,-48.198975,,,,,,,
1524434591.974959,-0.006991,0.196993,1.386506,-0.029747,-0.113895,-0.732235,-0.006856,-0.195722,-0.980635,-0.020839,-0.022082,-0.002885,23.729187,-29.138012,-47.299316,,,,,,,
1524434591.994978,-0.006585,0.195872,1.371477,-0.088463,-0.118146,-0.733696,-0.006459,-0.194622,-0.980857,-0.032069,-0.025318,-0.026299,24.334244,-28.420713,-46.133057,,,,,,,
1524434592.014998,-0.005162,0.193722,1.356874,-0.114253,-0.034185,-0.706158,-0.005066,-0.192513,-0.981281,-0.056671,-0.004570,0.010517,25.296234,-27.819054,-45.446228,,,,,,,
1524434592.035018,-0.002288,0.191925,1.342453,-0.071439,0.014672,-0.712265,-0.002246,-0.190749,-0.981636,-0.031324,0.020262,0.012749,26.315582,-28.071482,-45.637146,,,,,,,
1524434592.055037,0.001025,0.191476,1.327274,0.000596,0.027352,-0.766139,0.001007,-0.190308,-0.981724,0.012742,0.027314,0.059864,26.073792,-27.810738,-45.916687,,,,,,,
1524434592.075057,0.005067,0.191668,1.310963,0.016026,0.058096,-0.816130,0.004975,-0.190497,-0.981675,0.017074,0.012091,0.048997,27.367203,-27.782772,-46.616272,,,,,,,
1524434592.095107,0.009619,0.191497,1.294193,-0.030993,0.075104,-0.810052,0.009443,-0.190328,-0.981675,-0.027693,-0.022516,-0.021743,28.664017,-28.587313,-47.597412,,,,,,,
1524434592.115126,0.014052,0.189357,1.278980,-0.121483,0.084780,-0.720064,0.013801,-0.188227,-0.982028,-0.104423,-0.080892,-0.080853,28.477585,-29.551823,-48.245300,,,,,,,
1524434592.135146,0.018841,0.188068,1.264734,-0.015135,0.125209,-0.668186,0.018508,-0.186962,-0.982193,-0.010466,-0.030827,0.135894,28.541901,-30.648582,-48.517212,,,,,,,
1524434592.155165,0.024082,0.187258,1.252682,-0.020378,0.159344,-0.556306,0.023659,-0.186166,-0.982233,-0.085213,-0.069007,-0.000677,27.226624,-31.372334,-48.132751,,,,,,,
1524434592.175185,0.029389,0.187163,1.242582,0.023497,0.190292,-0.445161,0.028871,-0.186072,-0.982112,-0.071840,-0.066934,0.084468,27.009811,-30.064787,-46.639404,,,,,,,
1524434592.195204,0.034817,0.188106,1.234535,0.081648,0.186121,-0.381884,0.034196,-0.186999,-0.981765,-0.034806,-0.043317,0.080657,28.461090,-29.655834,-45.510193,,,,,,,
1524434592.215224,0.039009,0.189488,1.226887,0.071852,0.113896,-0.369159,0.038301,-0.188356,-0.981354,0.029967,-0.040404,0.011856,28.676376,-29.834511,-44.547546,,,,,,,
1524434592.235243,0.040789,0.189518,1.220230,-0.029429,-0.058097,-0.286703,0.040048,-0.188385,-0.981278,0.018455,-0.121460,-0.072402,29.582428,-30.410902,-44.877930,,,,,,,
1524434592.255263,0.038728,0.188054,1.215887,-0.075485,-0.139737,-0.161241,0.038036,-0.186948,-0.981633,0.009221,-0.088901,0.024831,29.937744,-30.716465,-45.183350,,,,,,,
1524434592.275313,0.037185,0.186689,1.214379,-0.042336,-0.073723,-0.040576,0.036531,-0.185607,-0.981945,-0.080949,-0.044801,-0.004277,30.695404,-30.202063,-45.893372,,,,,,,
1524434592.295333,0.035968,0.186355,1.214288,-0.012874,-0.046038,0.010784,0.035337,-0.185278,-0.982050,-0.095503,-0.041315,-0.012456,31.253540,-31.131664,-46.632751,,,,,,,
1524434592.315348,0.035807,0.185720,1.214233,-0.071300,-0.000394,-0.017322,0.035183,-0.184655,-0.982173,0.005405,-0.065559,0.067043,31.156158,-31.716351,-47.674438,,,,,,,
1524434592.335368,0.035031,0.182322,1.213585,-0.228026,-0.067361,-0.050353,0.034444,-0.181313,-0.982822,0.025722,-0.045494,-0.030926,30.251602,-32.137836,-48.151184,,,,,,,
1524434592.355387,0.034045,0.177031,1.212893,-0.258029,-0.032283,-0.034568,0.033507,-0.176108,-0.983800,-0.021269,0.000937,-0.005824,29.744308,-33.048298,-48.259216,,,,,,,
1524434592.375407,0.034418,0.174448,1.212900,-0.040606,0.048518,0.018058,0.033889,-0.173565,-0.984239,-0.057006,0.068264,0.079912,28.297195,-32.216934,-47.248901,,,,,,,
1524434592.395426,0.035767,0.175573,1.213530,0.084257,0.081464,0.028491,0.035209,-0.174673,-0.983997,-0.010734,0.048422,0.060825,28.057831,-30.716429,-46.279297,,,,,,,
1524434592.415446,0.037110,0.176737,1.213574,0.016153,0.058057,0.000320,0.036523,-0.175819,-0.983745,0.011252,-0.029885,0.014552,28.748550,-30.381016,-45.210022,,,,,,,
1524434592.435465,0.037734,0.175875,1.213665,-0.070392,0.012378,0.001870,0.037143,-0.174970,-0.983873,0.019010,-0.059802,0.002885,28.861572,-30.529081,-44.703674,,,,,,,
1524434592.455515,0.037034,0.173681,1.213541,-0.128944,-0.057769,-0.025171,0.036468,-0.172809,-0.984280,0.049653,-0.019604,-0.018680,29.354218,-31.580858,-45.146667,,,,,,,
1524434592.475535,0.035703,0.170681,1.213124,-0.148193,-0.050328,-0.021037,0.035177,-0.169854,-0.984841,-0.001943,0.006081,-0.016837,30.060562,-30.958582,-45.904480,,,,,,,
1524434592.495554,0.036109,0.168150,1.213200,-0.116357,0.052760,0.012218,0.035592,-0.167359,-0.985253,-0.064126,0.000306,-0.007774,30.731613,-31.052778,-47.120422,,,,,,,
1524434592.515574,0.037044,0.166959,1.213527,-0.015983,0.047445,0.010763,0.036521,-0.166184,-0.985418,-0.015754,0.064866,0.067068,31.709427,-31.293268,-47.839783,,,,,,,
1524434592.535593,0.038191,0.167321,1.213058,0.032535,0.051631,-0.041138,0.037648,-0.166541,-0.985315,0.016475,0.023521,0.057764,31.394653,-32.045101,-48.763794,,,,,,,
1524434592.555613,0.039319,0.168376,1.211674,0.051025,0.036709,-0.080451,0.038753,-0.167582,-0.985096,0.012975,-0.002966,0.067127,30.198944,-33.156101,-49.316406,,,,,,,
1524434592.575632,0.039973,0.169212,1.209565,0.048067,0.002674,-0.111380,0.039392,-0.168406,-0.984930,0.032615,0.005549,0.048224,29.271927,-33.433197,-48.742065,,,,,,,
1524434592.595652,0.040206,0.169813,1.207683,0.019002,0.004833,-0.084929,0.039617,-0.168998,-0.984820,-0.003912,-0.021005,0.012392,29.232391,-32.280529,-47.266235,,,,,,,
1524434592.615672,0.040493,0.169937,1.206490,0.002620,-0.007867,-0.045602,0.039899,-0.169121,-0.984787,-0.012891,-0.023873,-0.016281,29.093933,-31.887352,-46.562317,,,,,,,
1524434592.635722,0.039618,0.170100,1.205572,0.015384,-0.074795,-0.047648,0.039036,-0.169281,-0.984794,0.036388,0.017334,0.011528,29.309525,-31.499607,-45.555847,,,,,,,
1524434592.655741,0.038294,0.170278,1.204957,0.001257,-0.063074,-0.018965,0.037731,-0.169457,-0.984815,-0.016643,-0.019188,-0.006045,29.671082,-31.558748,-45.607910,,,,,,,
1524434592.675761,0.037292,0.170135,1.205047,-0.007582,-0.043907,0.016149,0.036745,-0.169315,-0.984877,-0.032778,-0.012875,0.007154,29.914276,-31.362343,-45.597656,,,,,,,
1524434592.695780,0.036620,0.170128,1.205193,0.007532,-0.031182,-0.000803,0.036083,-0.169309,-0.984902,0.003239,-0.004565,0.027032,30.334381,-30.794039,-46.072571,,,,,,,
