timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1524434598.402276,0.014974,0.088700,0.618750,0.075496,0.047347,-0.069628,0.014914,-0.088584,-0.995957,0.008279,0.048316,0.067948,34.590240,-25.983227,-46.285217,,,,,,,
1524434598.422295,0.015846,0.089885,0.617169,0.033872,0.033533,-0.073106,0.015781,-0.089764,-0.995838,-0.018116,0.035076,-0.039303,35.285477,-25.734051,-46.748230,,,,,,,
1524434598.442315,0.016288,0.089509,0.615859,-0.044148,0.002735,-0.068303,0.016222,-0.089390,-0.995865,0.004469,-0.044262,-0.034424,36.452118,-25.745785,-46.917419,,,,,,,
1524434598.462334,0.016531,0.088239,0.614549,-0.066649,0.016555,-0.057794,0.016466,-0.088125,-0.995973,0.001235,-0.027491,0.021852,36.164429,-26.311718,-48.232727,,,,,,,
1524434598.482384,0.017067,0.087008,0.613402,-0.050575,0.018674,-0.064082,0.017001,-0.086899,-0.996072,0.001904,0.010635,0.025384,36.193146,-27.125042,-49.063354,,,,,,,
1524434598.502404,0.017323,0.086317,0.611877,-0.019451,-0.000471,-0.084125,0.017258,-0.086210,-0.996127,0.006653,-0.000338,0.013568,35.339767,-27.686562,-49.201965,,,,,,,
1524434598.522423,0.017376,0.086332,0.609751,0.017107,-0.003700,-0.112655,0.017310,-0.086224,-0.996125,0.020104,0.011487,0.017213,34.412628,-28.984846,-48.706360,,,,,,,
1524434598.542443,0.017320,0.086916,0.607718,0.033939,-0.013224,-0.085896,0.017254,-0.086806,-0.996076,-0.008786,0.004516,0.025602,33.287643,-26.925655,-47.575745,,,,,,,
1524434598.562462,0.017119,0.087903,0.606395,0.071110,-0.008946,-0.063262,0.017052,-0.087789,-0.995993,-0.016014,0.003149,0.045050,33.969986,-25.887825,-46.942932,,,,,,,
1524434598.582482,0.016576,0.089282,0.604591,0.065042,-0.035556,-0.103806,0.016510,-0.089164,-0.995880,0.033600,-0.009057,-0.008133,34.827560,-25.634953,-45.840759,,,,,,,
1524434598.602501,0.016460,0.090262,0.602945,0.051958,-0.001520,-0.069786,0.016392,-0.090139,-0.995794,-0.050358,-0.005640,0.027029,34.016144,-25.720284,-45.836975,,,,,,,
1524434598.622521,0.016294,0.091014,0.601437,0.026387,-0.015339,-0.077419,0.016225,-0.090889,-0.995729,0.007319,-0.045754,0.022737,34.629654,-25.961452,-46.379272,,,,,,,
1524434598.642541,0.016516,0.091263,0.599881,0.000808,0.010156,-0.079724,0.016446,-0.091137,-0.995703,-0.009107,-0.048603,0.006292,35.585846,-25.724121,-47.065247,,,,,,,
1524434598.662591,0.016608,0.090702,0.598478,-0.033536,-0.005758,-0.061835,0.016539,-0.090578,-0.995752,-0.004728,0.003404,0.006326,36.126785,-26.769619,-48.285828,,,,,,,
1524434598.682610,0.016886,0.090498,0.597228,0.007073,0.012299,-0.063693,0.016816,-0.090375,-0.995766,-0.006150,-0.022647,0.052376,36.611908,-27.374165,-49.133423,,,,,,,
1524434598.702630,0.017000,0.090957,0.596466,0.028029,-0.000395,-0.020918,0.016929,-0.090832,-0.995722,-0.038154,-0.012806,0.006403,35.535477,-28.641466,-49.589111,,,,,,,
1524434598.722649,0.016622,0.092148,0.596239,0.076971,-0.026934,-0.004600,0.016551,-0.092017,-0.995620,0.023625,0.012076,0.047271,34.256866,-29.186920,-49.311829,,,,,,,
1524434598.742669,0.015858,0.093979,0.596440,0.089617,-0.039661,0.012539,0.015787,-0.093841,-0.995462,-0.002954,0.006057,0.016824,33.314804,-27.985374,-48.051636,,,,,,,
1524434598.762688,0.015283,0.095500,0.596618,0.065009,-0.015217,0.020900,0.015213,-0.095355,-0.995327,-0.014939,-0.036206,0.019970,34.475739,-27.395653,-47.030701,,,,,,,
1524434598.782708,0.015137,0.095878,0.597381,-0.016271,-0.007759,0.036340,0.015067,-0.095731,-0.995293,-0.025519,-0.039554,-0.024528,34.601379,-27.132164,-46.587402,,,,,,,
1524434598.802727,0.014994,0.095012,0.597966,-0.047162,0.004979,0.029737,0.014925,-0.094870,-0.995378,-0.007983,-0.044199,0.013704,35.247223,-27.022896,-46.548706,,,,,,,
1524434598.822747,0.015514,0.093698,0.598763,-0.088912,0.037933,0.045443,0.015445,-0.093561,-0.995494,-0.032947,-0.020925,-0.002034,35.374130,-27.128567,-46.822449,,,,,,,
1524434598.842797,0.016020,0.091706,0.599617,-0.092041,0.025173,0.035830,0.015952,-0.091578,-0.995670,0.003945,-0.003592,0.017628,36.184143,-26.934643,-47.501404,,,,,,,
1524434598.862816,0.016306,0.090462,0.600037,-0.065084,0.013451,0.005101,0.016239,-0.090338,-0.995779,0.017605,-0.001703,0.033727,36.880890,-27.622826,-48.613708,,,,,,,
1524434598.882836,0.017112,0.089322,0.600288,-0.035282,0.063397,0.021290,0.017043,-0.089203,-0.995868,-0.041029,0.019120,-0.011594,36.197876,-28.451683,-49.788879,,,,,,,
1524434598.902855,0.018672,0.090013,0.600474,0.062126,0.065489,-0.005767,0.018595,-0.089891,-0.995778,0.016531,0.010652,0.067464,35.446579,-29.336172,-50.280090,,,,,,,
1524434598.922875,0.019869,0.091220,0.600121,0.049287,0.067617,-0.002656,0.019785,-0.091093,-0.995646,0.014394,-0.008165,-0.010031,34.229355,-29.833345,-49.300964,,,,,,,
1524434598.942895,0.021626,0.091385,0.600813,-0.014107,0.077235,0.042750,0.021534,-0.091258,-0.995594,-0.028218,-0.020574,-0.014675,34.300293,-28.392153,-48.259644,,,,,,,
1524434598.962914,0.021896,0.091490,0.601588,0.027473,-0.009880,0.039832,0.021802,-0.091362,-0.995579,0.039843,-0.006599,0.082768,34.126877,-27.929531,-47.206909,,,,,,,
1524434598.982934,0.021528,0.092196,0.602798,0.018587,-0.000270,0.079210,0.021435,-0.092065,-0.995522,-0.016735,-0.008749,0.053124,34.738373,-27.809650,-46.329712,,,,,,,
1524434599.002953,0.021966,0.091335,0.604652,-0.081728,0.027350,0.076401,0.021873,-0.091208,-0.995592,-0.035270,0.006461,-0.092604,35.414108,-27.820030,-46.509338,,,,,,,
1524434599.023003,0.022289,0.090042,0.605596,-0.038634,0.030482,0.034057,0.022197,-0.089921,-0.995702,0.010075,-0.009338,0.051427,35.519470,-27.521599,-46.806091,,,,,,,
1524434599.043023,0.023729,0.089733,0.606418,-0.021548,0.100606,0.041633,0.023631,-0.089612,-0.995696,-0.031459,-0.005312,0.018203,36.022842,-27.388680,-47.208801,,,,,,,
1524434599.063042,0.026143,0.088519,0.607216,-0.089776,0.126090,0.032647,0.026037,-0.088404,-0.995744,-0.021719,-0.005224,-0.051009,36.650742,-28.180191,-48.085083,,,,,,,
1524434599.083062,0.028406,0.086907,0.607589,-0.058596,0.113310,0.007276,0.028295,-0.086797,-0.995824,0.012049,-0.004923,0.058828,36.685699,-28.689426,-48.525208,,,,,,,
1524434599.103081,0.030867,0.086340,0.607750,-0.028722,0.131375,0.011741,0.030747,-0.086232,-0.995800,-0.009950,-0.014689,0.050503,36.036392,-28.880909,-48.846924,,,,,,,
1524434599.123101,0.033410,0.085616,0.607994,-0.029735,0.118617,0.004273,0.033281,-0.085511,-0.995781,0.003813,-0.021911,-0.008201,34.248245,-28.921175,-48.322571,,,,,,,
1524434599.143120,0.035350,0.084663,0.607716,-0.067936,0.095211,-0.024762,0.035217,-0.084562,-0.995796,0.022324,-0.003481,-0.021493,34.726410,-27.600811,-47.245728,,,,,,,
1524434599.163140,0.037427,0.083289,0.607108,-0.044321,0.106882,-0.037394,0.037289,-0.083193,-0.995836,-0.000195,-0.006590,0.036180,35.074432,-27.214378,-46.454773,,,,,,,
1524434599.183159,0.040174,0.083187,0.606441,0.007946,0.153636,-0.026383,0.040025,-0.083091,-0.995738,-0.030625,0.013267,0.054179,35.510880,-26.987804,-45.941589,,,,,,,
1524434599.203209,0.043340,0.083536,0.605903,0.022967,0.151503,-0.034810,0.043175,-0.083439,-0.995577,-0.014214,0.045292,0.008639,36.842667,-27.044930,-45.619751,,,,,,,
1524434599.223229,0.046194,0.083920,0.604761,0.035982,0.123848,-0.060302,0.046015,-0.083822,-0.995418,0.023031,0.007086,0.073970,36.711304,-27.365856,-46.022034,,,,,,,
1524434599.243249,0.048395,0.084631,0.603611,0.040095,0.090933,-0.046418,0.048203,-0.084530,-0.995254,0.014068,-0.004963,0.045746,37.914551,-27.554565,-46.777405,,,,,,,
1524434599.263268,0.049256,0.085236,0.603092,0.016306,0.021916,-0.020998,0.049058,-0.085133,-0.995161,0.021438,0.030216,-0.024874,38.330383,-28.451099,-47.863708,,,,,,,
1524434599.283288,0.049617,0.085594,0.602749,0.017271,0.024053,-0.009266,0.049415,-0.085489,-0.995113,0.005028,-0.027563,0.050426,37.544662,-29.518122,-48.523682,,,,,,,
1524434599.303307,0.050319,0.085245,0.602853,-0.030995,0.032584,0.015990,0.050116,-0.085142,-0.995108,-0.043173,-0.033526,0.001730,37.097000,-30.198141,-49.097656,,,,,,,
1524434599.323303,0.050540,0.084469,0.603208,-0.045872,-0.003551,0.004165,0.050338,-0.084369,-0.995162,0.013978,-0.022870,-0.018204,35.096695,-30.063889,-48.376404,,,,,,,
1524434599.343322,0.049956,0.083730,0.602746,-0.018857,-0.043970,-0.036155,0.049760,-0.083632,-0.995254,0.042540,0.015212,0.017165,35.673264,-28.789310,-47.123779,,,,,,,
1524434599.363342,0.049254,0.084553,0.602098,0.078202,-0.026957,-0.022711,0.049058,-0.084452,-0.995219,-0.004838,0.027796,0.108561,35.463516,-28.640564,-46.315552,,,,,,,
1524434599.383392,0.048961,0.085783,0.601997,0.024580,-0.016298,0.004640,0.048762,-0.085678,-0.995129,-0.024119,-0.034653,0.032925,36.460312,-28.076687,-45.573853,,,,,,,
1524434599.403411,0.047160,0.084617,0.602157,-0.097231,-0.151218,-0.000444,0.046974,-0.084516,-0.995314,0.045982,-0.010684,-0.120607,36.316864,-28.408726,-45.950378,,,,,,,
1524434599.423431,0.042660,0.082834,0.602297,-0.072919,-0.242559,0.016775,0.042501,-0.082740,-0.995665,0.062129,0.018058,0.002973,36.804688,-27.774590,-46.518433,,,,,,,
1524434599.443450,0.038273,0.082560,0.603573,0.007651,-0.191481,0.086598,0.038133,-0.082466,-0.995864,-0.040864,-0.000557,0.091643,37.289566,-27.623405,-47.578735,,,,,,,
1524434599.463470,0.034747,0.082431,0.605595,-0.042666,-0.164898,0.104378,0.034622,-0.082337,-0.996003,-0.037185,-0.026641,-0.005508,37.654190,-28.116785,-48.527100,,,,,,,
1524434599.483489,0.031148,0.080579,0.607376,-0.120302,-0.178754,0.068682,0.031042,-0.080491,-0.996272,0.000421,-0.015212,-0.037496,36.501373,-28.848238,-49.393799,,,,,,,
1524434599.503509,0.028047,0.077996,0.608453,-0.130736,-0.127788,0.047294,0.027958,-0.077917,-0.996568,-0.006016,-0.012964,0.040498,35.704132,-29.809792,-49.983215,,,,,,,
1524434599.523528,0.026366,0.075614,0.610068,-0.109702,-0.054432,0.091136,0.026287,-0.075542,-0.996796,-0.065014,-0.001728,0.007920,34.041351,-28.906195,-49.002197,,,,,,,
1524434599.543548,0.025195,0.074136,0.611777,-0.066812,-0.052333,0.071173,0.025123,-0.074068,-0.996937,0.006066,-0.010648,0.022785,33.991104,-27.559525,-48.228821,,,,,,,
1524434599.563598,0.023588,0.071987,0.612591,-0.152864,-0.103392,0.017301,0.023525,-0.071925,-0.997133,0.045949,-0.006185,-0.075240,34.272415,-26.796261,-47.415222,,,,,,,
1524434599.583618,0.021294,0.068867,0.612532,-0.121624,-0.103431,-0.013398,0.021242,-0.068812,-0.997403,0.029768,0.006648,0.045194,34.474686,-26.816338,-46.899109,,,,,,,
1524434599.603637,0.018855,0.067511,0.612082,-0.029715,-0.119381,-0.024503,0.018811,-0.067460,-0.997545,0.019183,0.026414,0.052141,34.792267,-26.930424,-46.561890,,,,,,,
1524434599.623657,0.017406,0.068275,0.612440,0.067985,-0.058746,0.041171,0.017365,-0.068222,-0.997519,-0.069641,0.023834,0.086432,35.067612,-26.110294,-46.609558,,,,,,,
1524434599.643676,0.015995,0.070097,0.613206,0.086204,-0.076819,0.031702,0.015955,-0.070040,-0.997417,0.016165,-0.038008,0.051189,35.634613,-26.227921,-47.690979,,,,,,,
1524434599.663696,0.014103,0.070806,0.613475,-0.007488,-0.111916,-0.001971,0.014067,-0.070747,-0.997395,0.022585,-0.031457,-0.037715,35.062683,-26.726444,-48.779114,,,,,,,
1524434599.683715,0.011102,0.069035,0.613024,-0.113022,-0.167186,-0.027197,0.011076,-0.068981,-0.997557,0.031023,0.004741,-0.115038,34.454285,-27.146908,-49.538452,,,,,,,
1524434599.703735,0.008346,0.068805,0.612256,0.028152,-0.155536,-0.051825,0.008326,-0.068751,-0.997599,0.002981,0.050425,0.146037,33.994781,-28.064878,-49.631165,,,,,,,
1524434599.723754,0.004736,0.069168,0.610881,0.019736,-0.173614,-0.067871,0.004724,-0.069112,-0.997598,0.026373,-0.056879,0.044122,32.260681,-27.197105,-48.578735,,,,,,,
1524434599.743804,0.002061,0.069069,0.610176,-0.025557,-0.097052,-0.009554,0.002056,-0.069014,-0.997614,-0.055797,-0.076081,0.026346,32.612778,-26.363987,-47.743713,,,,,,,
1524434599.763824,0.001176,0.068372,0.610272,-0.037313,-0.032238,-0.001107,0.001173,-0.068318,-0.997663,-0.047819,-0.051646,0.056455,33.026474,-25.710316,-46.979797,,,,,,,
1524434599.783843,0.000616,0.067557,0.609967,-0.046792,-0.028009,-0.015026,0.000615,-0.067505,-0.997719,-0.022176,-0.015030,0.025551,33.537689,-25.660515,-46.447144,,,,,,,
1524434599.803863,0.000373,0.067520,0.609525,0.057979,-0.002528,-0.027111,0.000373,-0.067468,-0.997721,0.009820,0.052240,0.087153,33.985764,-26.467369,-46.755493,,,,,,,
1524434599.823882,0.000323,0.070614,0.608925,0.193682,-0.017418,-0.040053,0.000322,-0.070555,-0.997508,0.010619,0.097990,0.061946,34.484039,-25.987080,-47.310425,,,,,,,
1524434599.843902,-0.000543,0.074798,0.607910,0.190487,-0.037605,-0.043273,-0.000542,-0.074729,-0.997204,0.028786,0.021842,-0.004841,35.534866,-26.985039,-48.042114,,,,,,,
1524434599.863922,-0.000231,0.077403,0.608109,0.087321,0.058110,0.041301,-0.000231,-0.077326,-0.997006,-0.083113,-0.008658,-0.027164,35.373749,-28.456614,-49.055359,,,,,,,
1524434599.883941,0.003749,0.076939,0.610811,-0.100770,0.303719,0.206307,0.003738,-0.076863,-0.997035,-0.251800,0.059407,-0.099355,35.047485,-29.175238,-49.374878,,,,,,,
1524434599.903961,0.010349,0.074217,0.615797,-0.125621,0.334571,0.242378,0.010321,-0.074149,-0.997194,-0.123709,0.084647,0.035753,34.399307,-30.869034,-49.418457,,,,,,,
1524434599.924011,0.015786,0.072996,0.620034,-0.022842,0.272908,0.204700,0.015744,-0.072932,-0.997213,0.027591,0.068445,0.115407,33.508926,-30.303682,-48.362549,,,,,,,
1524434599.944030,0.021431,0.072268,0.624703,-0.074522,0.319716,0.257645,0.021373,-0.072205,-0.997161,0.001912,0.050095,-0.068849,33.648117,-29.833559,-47.319702,,,,,,,
1524434599.964050,0.027161,0.069459,0.630671,-0.164793,0.298548,0.319923,0.027092,-0.069403,-0.997221,-0.001640,-0.019541,-0.101900,34.338242,-29.651119,-46.397217,,,,,,,
1524434599.984069,0.032409,0.067012,0.638553,-0.113523,0.298695,0.436447,0.032331,-0.066962,-0.997232,-0.113400,-0.011621,0.074533,35.087524,-29.822601,-45.862122,,,,,,,
1524434600.004089,0.037656,0.065080,0.649018,-0.113518,0.291406,0.553691,0.037567,-0.065034,-0.997176,-0.095383,0.005097,0.007582,35.092468,-30.090328,-46.171936,,,,,,,
1524434600.024108,0.042273,0.063658,0.660947,-0.074561,0.252169,0.610445,0.042175,-0.063615,-0.997083,-0.010940,0.005921,0.045942,35.510239,-29.419695,-46.388733,,,,,,,
1524434600.044128,0.045496,0.063227,0.673435,-0.031025,0.168267,0.627792,0.045390,-0.063185,-0.996969,0.051351,0.040846,0.034445,36.740784,-29.920404,-47.666870,,,,,,,
1524434600.064147,0.047270,0.064032,0.686558,0.042143,0.108837,0.677315,0.047156,-0.063988,-0.996836,0.008584,0.038887,0.058390,36.391647,-30.724888,-48.903992,,,,,,,
1524434600.084167,0.048001,0.066619,0.700584,0.119708,0.080202,0.716209,0.047876,-0.066570,-0.996633,0.006445,0.010127,0.078008,35.874954,-31.551840,-49.179138,,,,,,,
1524434600.104217,0.048342,0.069550,0.714895,0.098304,0.056833,0.719263,0.048206,-0.069494,-0.996417,0.011441,0.012442,-0.028440,34.679657,-32.660797,-49.442017,,,,,,,
1524434600.124236,0.047931,0.071586,0.729558,0.051011,0.019690,0.749855,0.047790,-0.071525,-0.996293,-0.017562,-0.020073,-0.012938,33.914474,-31.839447,-48.105530,,,,,,,
1524434600.144256,0.046215,0.073535,0.744669,0.090512,-0.087620,0.738397,0.046073,-0.073468,-0.996233,0.022500,-0.043292,0.085741,33.491714,-30.448977,-47.253357,,,,,,,
1524434600.164276,0.040951,0.077200,0.757896,0.185350,-0.277929,0.619661,0.040817,-0.077124,-0.996186,0.167709,-0.047205,0.147568,33.341660,-29.386374,-46.765991,,,,,,,
1524434600.184295,0.033055,0.081464,0.768590,0.190548,-0.385367,0.504583,0.032939,-0.081374,-0.996139,0.183644,-0.025773,0.081939,33.430389,-28.984531,-46.312317,,,,,,,
1524434600.204315,0.024391,0.084967,0.778480,0.127661,-0.385381,0.492435,0.024301,-0.084865,-0.996096,0.068351,-0.032399,-0.037458,32.861740,-29.155577,-46.478699,,,,,,,
1524434600.224334,0.016089,0.087197,0.786585,0.098246,-0.390908,0.319567,0.016027,-0.087087,-0.996072,0.101847,-0.070414,-0.017829,32.826477,-28.864689,-47.119080,,,,,,,
1524434600.244354,0.009449,0.088365,0.790389,0.007228,-0.240296,0.128164,0.009412,-0.088250,-0.996054,0.022800,-0.101890,-0.069712,32.977890,-28.597574,-48.051819,,,,,,,
1524434600.264373,0.007916,0.086685,0.791711,-0.121874,0.010289,0.027102,0.007886,-0.086577,-0.996214,-0.089536,-0.112810,-0.095690,33.047745,-29.481750,-49.219421,,,,,,,
1524434600.284423,0.009137,0.084910,0.791013,-0.055897,0.064359,-0.060921,0.009104,-0.084808,-0.996356,-0.040995,-0.071213,0.085497,32.477142,-30.171631,-49.963074,,,,,,,
1524434600.304443,0.011147,0.084555,0.789492,-0.004381,0.112133,-0.085089,0.011107,-0.084455,-0.996365,-0.022322,-0.000705,0.039243,31.157288,-31.599483,-50.041992,,,,,,,
1524434600.324460,0.013592,0.085165,0.787430,0.051391,0.097224,-0.114558,0.013542,-0.085062,-0.996284,0.025078,0.010157,0.034232,30.288742,-30.382746,-48.680054,,,,,,,
1524434600.344480,0.014871,0.086973,0.784934,0.109061,0.027096,-0.123761,0.014815,-0.086863,-0.996110,0.044588,-0.024725,0.050386,30.949036,-29.803574,-47.746765,,,,,,,
1524434600.364499,0.015040,0.089145,0.782797,0.085206,-0.013227,-0.087682,0.014979,-0.089027,-0.995917,0.022100,-0.053490,-0.001962,31.305542,-29.507530,-46.868469,,,,,,,
1524434600.384519,0.014655,0.089614,0.781727,-0.011349,-0.037600,-0.039302,0.014596,-0.089494,-0.995880,0.002356,-0.030242,-0.076401,31.577957,-29.533304,-45.872498,,,,,,,
1524434600.404538,0.013304,0.089273,0.781021,-0.013601,-0.077958,-0.030790,0.013251,-0.089154,-0.995930,0.039530,-0.044787,0.054752,31.955078,-30.091864,-45.606079,,,,,,,
1524434600.424558,0.012237,0.088792,0.781068,-0.030072,-0.053456,0.022391,0.012189,-0.088675,-0.995986,-0.057813,-0.027917,0.031875,32.582779,-28.854918,-46.203857,,,,,,,
1524434600.444577,0.010769,0.088237,0.781400,-0.011847,-0.093840,0.009723,0.010727,-0.088123,-0.996052,-0.002945,0.024066,0.024464,33.040375,-28.985447,-47.313538,,,,,,,
1524434600.464628,0.009189,0.088720,0.781949,0.033786,-0.053427,0.045204,0.009153,-0.088604,-0.996025,-0.032056,0.034207,0.032921,32.577850,-29.835217,-48.137817,,,,,,,
1524434600.484647,0.008354,0.090137,0.783095,0.099873,-0.047038,0.058440,0.008320,-0.090015,-0.995906,-0.002308,0.031666,0.035197,32.663101,-30.486614,-48.606506,,,,,,,
1524434600.504667,0.007201,0.092322,0.784143,0.100944,-0.062976,0.056315,0.007170,-0.092191,-0.995715,0.011827,-0.000124,0.029636,31.654953,-31.441696,-48.525269,,,,,,,
1524434600.524686,0.006001,0.093353,0.785498,0.020728,-0.050205,0.072828,0.005975,-0.093218,-0.995628,-0.013985,-0.000563,-0.058663,30.121185,-30.161623,-47.390320,,,,,,,
1524434600.544706,0.004834,0.093765,0.787100,0.032383,-0.044882,0.083566,0.004813,-0.093628,-0.995596,-0.012061,-0.037552,0.044622,30.030380,-29.512049,-46.453796,,,,,,,
1524434600.564725,0.003694,0.094683,0.788661,0.043214,-0.053403,0.065519,0.003678,-0.094541,-0.995514,0.025207,-0.029360,0.014450,30.424377,-29.057158,-45.659546,,,,,,,
1524434600.584745,0.002661,0.095353,0.789841,0.037909,-0.039596,0.063352,0.002649,-0.095209,-0.995454,-0.007257,-0.019782,-0.002227,30.924500,-28.855818,-45.399292,,,,,,,
1524434600.604764,0.002219,0.096373,0.791248,0.060251,-0.003461,0.076293,0.002209,-0.096224,-0.995357,-0.021420,-0.020918,0.031566,31.754242,-29.217619,-45.470459,,,,,,,
1524434600.624784,0.002004,0.098008,0.792718,0.109423,-0.001343,0.070228,0.001995,-0.097851,-0.995199,-0.006221,0.051312,-0.004465,31.639313,-28.897526,-46.231750,,,,,,,
1524434600.644834,0.002263,0.101870,0.794077,0.229067,0.035834,0.067836,0.002251,-0.101694,-0.994813,-0.017647,0.019754,0.124376,32.093781,-29.759706,-47.304016,,,,,,,
1524434600.664853,0.002660,0.105572,0.794439,0.130498,-0.006765,-0.018096,0.002645,-0.105376,-0.994429,0.047099,-0.007280,-0.006624,32.458755,-30.740976,-48.132629,,,,,,,
1524434600.684873,0.002710,0.106632,0.793751,0.030199,0.015538,-0.023035,0.002694,-0.106430,-0.994317,-0.028985,0.016739,-0.030571,31.707458,-31.553305,-48.587708,,,,,,,
1524434600.704892,0.003645,0.108454,0.793805,0.134635,0.061253,0.004313,0.003624,-0.108242,-0.994118,-0.023384,0.044490,0.069481,30.625366,-32.237175,-48.204834,,,,,,,
1524434600.724912,0.004338,0.111245,0.793228,0.126443,0.017644,-0.039442,0.004311,-0.111016,-0.993809,0.042610,0.012764,0.019826,29.936203,-31.290569,-47.138428,,,,,,,
1524434600.744931,0.004890,0.113054,0.792902,0.074768,0.030452,0.009240,0.004859,-0.112814,-0.993604,-0.043738,-0.026346,-0.012576,30.574310,-30.670763,-46.059692,,,,,,,
1524434600.764951,0.005509,0.114132,0.793294,0.040554,0.020897,0.013273,0.005473,-0.113885,-0.993479,-0.000255,-0.031745,0.003672,30.765152,-29.989862,-45.319641,,,,,,,
1524434600.784971,0.005195,0.114505,0.793108,0.008756,-0.035448,-0.018916,0.005161,-0.114255,-0.993438,0.040921,-0.018222,-0.009354,31.709030,-30.043444,-45.107117,,,,,,,
1524434600.804990,0.004762,0.114319,0.792991,-0.019230,-0.004606,0.009674,0.004731,-0.114071,-0.993461,-0.018463,-0.029591,0.004570,32.121582,-30.244526,-45.254395,,,,,,,
1524434600.825040,0.004790,0.113646,0.793458,-0.037493,-0.001401,0.022341,0.004760,-0.113402,-0.993538,-0.026244,-0.020051,0.018043,32.556274,-30.176308,-46.019958,,,,,,,
1524434600.845060,0.004355,0.113128,0.793489,-0.024387,-0.032253,-0.013811,0.004327,-0.112887,-0.993598,0.025351,-0.002546,0.045631,32.922119,-30.554594,-47.265442,,,,,,,
1524434600.865079,0.003584,0.112653,0.792990,-0.024330,-0.042887,-0.021271,0.003561,-0.112414,-0.993655,0.021128,0.015094,-0.005216,32.928635,-31.636564,-48.014282,,,,,,,
1524434600.885099,0.003137,0.112450,0.793282,-0.000224,-0.004576,0.033251,0.003117,-0.112213,-0.993679,-0.044270,0.012481,0.015499,32.578110,-32.140137,-48.112427,,,,,,,
1524434600.905118,0.002984,0.112486,0.793391,-0.005053,-0.013146,-0.024339,0.002965,-0.112249,-0.993676,0.028117,0.006521,0.021279,30.986130,-32.456493,-47.304321,,,,,,,
1524434600.925138,0.002475,0.112081,0.792861,-0.031873,-0.036504,-0.012794,0.002460,-0.111846,-0.993722,-0.018664,-0.002106,-0.006552,30.314835,-30.751131,-45.986511,,,,,,,
1524434600.945157,0.001999,0.111879,0.792911,0.010707,-0.017359,0.003479,0.001986,-0.111646,-0.993746,-0.001788,0.007672,0.021960,30.721329,-29.843212,-45.236511,,,,,,,
1524434600.965177,0.001632,0.112474,0.793113,0.034177,-0.007794,0.006835,0.001622,-0.112237,-0.993680,-0.010090,-0.008948,0.038327,30.924484,-29.491730,-44.724426,,,,,,,
1524434600.985196,0.001787,0.112211,0.793030,-0.050018,0.007059,-0.008654,0.001776,-0.111976,-0.993709,-0.003393,-0.035683,-0.024403,31.239349,-29.254787,-44.615479,,,,,,,
1524434601.005246,0.001861,0.110502,0.792998,-0.092909,0.004958,0.011309,0.001849,-0.110277,-0.993899,-0.014972,-0.016340,-0.021558,32.099213,-29.490803,-44.852173,,,,,,,
1524434601.025266,0.002155,0.108702,0.793440,-0.083409,0.019848,0.025229,0.002142,-0.108488,-0.994095,-0.016943,-0.030199,0.040864,32.314484,-29.274601,-45.882629,,,,,,,
1524434601.045286,0.002703,0.107150,0.793863,-0.087509,0.037887,0.008148,0.002688,-0.106945,-0.994261,0.001096,-0.034855,0.035292,32.610306,-29.993542,-47.082275,,,,,,,
1524434601.065305,0.003242,0.104916,0.793467,-0.122400,0.015529,-0.032591,0.003224,-0.104724,-0.994496,0.015255,0.001284,-0.020229,31.920303,-31.893721,-48.092773,,,,,,,
1524434601.085325,0.003979,0.102229,0.792782,-0.139571,0.051665,-0.018850,0.003959,-0.102051,-0.994771,-0.024650,-0.054276,0.023458,30.641983,-31.643726,-47.879578,,,,,,,
1524434601.105344,0.005588,0.098395,0.792849,-0.235822,0.082500,0.001818,0.005561,-0.098237,-0.995148,-0.030936,-0.054473,-0.031586,30.030655,-30.720394,-46.690308,,,,,,,
1524434601.125364,0.006167,0.093455,0.792635,-0.228273,-0.005699,-0.016249,0.006140,-0.093319,-0.995617,0.047892,-0.003009,-0.018222,30.656677,-29.789089,-45.829529,,,,,,,
1524434601.145383,0.006035,0.090063,0.792331,-0.148136,0.009169,-0.021039,0.006011,-0.089941,-0.995929,0.011201,-0.014810,0.096332,30.975113,-29.305458,-45.461731,,,,,,,
1524434601.165403,0.006640,0.087623,0.791724,-0.098894,0.032524,-0.032432,0.006615,-0.087511,-0.996142,-0.012215,0.028139,0.058962,31.608398,-29.668451,-45.431152,,,,,,,
1524434601.185453,0.007052,0.086484,0.790883,-0.048575,0.018694,-0.049147,0.007025,-0.086376,-0.996238,0.002725,0.033855,0.049705,31.528107,-29.745148,-45.512085,,,,,,,
1524434601.205472,0.007630,0.084337,0.789843,-0.146792,0.026129,-0.049808,0.007602,-0.084237,-0.996417,-0.016697,0.016061,-0.088910,32.640259,-29.478348,-46.529663,,,,,,,
1524434601.225492,0.007973,0.082581,0.789007,-0.036966,-0.001474,-0.036279,0.007946,-0.082488,-0.996560,0.011387,0.010726,0.141015,33.001953,-30.354195,-47.728882,,,,,,,
